,data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,outcome,pscore
51,NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,8087.487,0.526
52,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31
53,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,2348.973,0.531
54,NSW,1.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,590.7818,0.541
55,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25
56,NSW,1.0,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,1067.506,0.773
57,NSW,1.0,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,7284.986,0.113
58,NSW,1.0,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,13167.52,0.014
59,NSW,1.0,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,1048.432,0.048
60,NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29
61,NSW,1.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,1923.938,0.902
62,NSW,1.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,4666.236,0.806
63,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,549.2984,0.846
64,NSW,1.0,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,762.9146,0.777
65,NSW,1.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,10694.29,0.898
66,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.846
67,NSW,1.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.091
68,NSW,1.0,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,8546.715,0.081
69,NSW,1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,7479.656,0.465
70,NSW,1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.895
71,NSW,1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,647.2046,0.055
72,NSW,1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.359
73,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,11965.81,0.531
74,NSW,1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,9598.541,0.184
75,NSW,1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,18783.35,0.089
76,NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,18678.08,0.371
77,NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.724
78,NSW,1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,23005.6,0.547
79,NSW,1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,6456.697,0.701
80,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531
81,NSW,1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,2321.107,0.101
82,NSW,1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,4941.849,0.01
83,NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455
84,NSW,1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.899
85,NSW,1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.645
86,NSW,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,3881.284,0.35
87,NSW,1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,17230.96,0.836
88,NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,8048.603,0.009
89,NSW,1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.879
90,NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,14509.93,0.526
91,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25
92,NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.818
93,NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,9983.784,0.299
94,NSW,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.352
95,NSW,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,5587.503,0.024
96,NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,4482.845,0.41
97,NSW,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,2456.153,0.167
98,NSW,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.856
99,NSW,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,26817.6,0.467
100,NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834
101,NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,9265.788,0.87
102,NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,485.2298,0.818
103,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,4814.627,0.31
104,NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,7458.105,0.427
105,NSW,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.503
106,NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,34099.28,0.455
107,NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,1953.268,0.281
108,NSW,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.847
109,NSW,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,-2027.999,0.532
110,NSW,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,2797.671,0.431
111,NSW,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,5765.4995,0.038
112,NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,-989.2678,0.211
113,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,71.62964,0.286
114,NSW,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,-3670.872,0.185
115,NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,8887.147,0.007
116,NSW,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,20019.836,0.535
117,NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,1652.637,0.212
118,NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,8124.715,0.475
119,NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,-4834.9766,0.344
120,NSW,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,17814.98,0.288
121,NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,9737.154,0.333
122,NSW,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,17685.18,0.492
123,NSW,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,-9381.566,0.003
124,NSW,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,643.4741,0.006
125,NSW,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,1773.423,0.596
126,NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,-5605.852,0.267
127,NSW,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,11233.26,0.413
128,NSW,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,-8826.297,0.04
129,NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,-2552.058,0.4
130,NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,3728.6912,0.19
131,NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,60307.93,0.813
132,NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,1460.36,0.445
133,NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,-9375.278,0.185
134,NSW,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,3208.3193,0.347
135,NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,10363.27,0.848
136,NSW,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,4232.309,0.016
137,NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,8997.979,0.241
138,NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,-10881.94,0.361
139,NSW,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,13385.86,0.064
140,NSW,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,-4305.141,0.496
141,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,-14426.79,0.247
142,NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,-2589.8938,0.651
143,NSW,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,-3165.658,0.171
144,NSW,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,2484.549,0.016
145,NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,1841.5771,0.262
146,NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,9970.681,0.405
147,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,-2206.94,0.723
148,NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,26372.28,0.375
149,NSW,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,609.458,0.326
150,NSW,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,3196.571,0.804
151,NSW,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,-7598.069,0.207
152,NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,4899.589,0.289
153,NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,2214.8984,0.227
154,NSW,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,1294.409,0.12
155,NSW,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,-12362.93,0.217
156,NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,5010.342,0.255
157,NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,2897.354,0.131
158,NSW,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,-1001.146,0.752
159,NSW,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,3290.345,0.511
160,NSW,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,1269.687,0.538
161,NSW,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,-1135.04,0.099
162,NSW,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,-11703.2,0.108
163,NSW,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,0.0,0.746
164,NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,1228.123,0.237
165,NSW,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,13829.62,0.007
166,NSW,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,1363.978,0.003
167,NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,-1158.5293,0.351
168,NSW,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,11759.933,0.144
169,NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,-5672.8037,0.236
170,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,4231.3203,0.077
171,NSW,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,-6983.818,0.049
172,NSW,1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,-10902.138,0.01
173,NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,-4121.949,0.145
174,NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,-25256.803,0.081
175,NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,-1929.029,0.529
176,NSW,1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,9600.6,0.003
177,NSW,1.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433,6281.433,0.44
178,NSW,1.0,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71,5830.716,0.001
179,NSW,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014,5112.014,0.11
180,NSW,1.0,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6,-4327.3496,0.008
181,NSW,1.0,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95,1606.8789,0.01
182,NSW,1.0,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97,-798.45996,0.008
183,NSW,1.0,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628,-9945.442,0.002
184,NSW,1.0,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942,-10478.768,0.001
185,CPS,0.0,45.0,11.0,0.0,0.0,1.0,1.0,21516.67,25243.55,25564.67,4048.0,0.0
186,CPS,0.0,21.0,14.0,0.0,0.0,0.0,0.0,3175.971,5852.565,13496.08,10320.109,0.001
187,CPS,0.0,38.0,12.0,0.0,0.0,1.0,0.0,23039.02,25130.76,25564.67,2525.6504,0.0
188,CPS,0.0,48.0,6.0,0.0,0.0,1.0,1.0,24994.37,25243.55,25564.67,570.3008,0.0
189,CPS,0.0,18.0,8.0,0.0,0.0,1.0,1.0,1669.295,10727.61,9860.869,8191.574,0.0
190,CPS,0.0,22.0,11.0,0.0,0.0,1.0,1.0,16365.76,18449.27,25564.67,9198.91,0.0
191,CPS,0.0,48.0,10.0,0.0,0.0,1.0,1.0,16804.63,16354.6,18059.3,1254.6699,0.0
192,CPS,0.0,18.0,11.0,0.0,0.0,0.0,1.0,1144.212,3620.032,15739.27,14595.058,0.004
193,CPS,0.0,48.0,9.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
194,CPS,0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862.32,0.0,3924.842,-21937.479,0.0
195,CPS,0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.32,23746.84,25564.67,-297.6504,0.0
196,CPS,0.0,16.0,10.0,0.0,0.0,0.0,1.0,1026.656,1224.581,6847.785,5821.129,0.003
197,CPS,0.0,53.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
198,CPS,0.0,19.0,12.0,0.0,0.0,0.0,0.0,867.9552,4386.29,8777.696,7909.741,0.002
199,CPS,0.0,27.0,12.0,0.0,0.0,1.0,0.0,25862.32,19047.24,19214.88,-6647.4395,0.0
200,CPS,0.0,32.0,10.0,0.0,0.0,1.0,1.0,20427.32,23374.45,9179.637,-11247.684,0.0
201,CPS,0.0,27.0,12.0,0.0,0.0,1.0,0.0,20983.75,14822.08,25564.67,4580.92,0.0
202,CPS,0.0,46.0,7.0,0.0,0.0,1.0,1.0,19171.43,1317.677,0.0,-19171.43,0.0
203,CPS,0.0,24.0,13.0,0.0,0.0,0.0,0.0,20830.92,25243.55,23903.71,3072.791,0.0
204,CPS,0.0,22.0,13.0,0.0,0.0,0.0,0.0,11036.55,10351.65,6556.673,-4479.877,0.001
205,CPS,0.0,49.0,10.0,0.0,0.0,1.0,1.0,391.8534,0.0,0.0,-391.8534,0.002
206,CPS,0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4755.324,4755.324,0.007
207,CPS,0.0,29.0,14.0,0.0,0.0,1.0,0.0,21499.03,22586.71,20923.13,-575.89844,0.0
208,CPS,0.0,28.0,16.0,0.0,0.0,1.0,0.0,16500.95,0.0,10267.24,-6233.709,0.001
209,CPS,0.0,46.0,12.0,0.0,0.0,1.0,0.0,24814.11,24967.84,19339.01,-5475.0996,0.0
210,CPS,0.0,26.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,4753.846,4753.846,0.007
211,CPS,0.0,49.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,25564.67,-297.6504,0.0
212,CPS,0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
213,CPS,0.0,51.0,10.0,0.0,0.0,1.0,1.0,22923.42,21725.56,10348.52,-12574.9,0.0
214,CPS,0.0,27.0,11.0,0.0,0.0,1.0,1.0,17022.11,18123.44,18490.79,1468.6797,0.0
215,CPS,0.0,23.0,13.0,0.0,0.0,0.0,0.0,19098.93,21014.81,0.0,-19098.93,0.0
216,CPS,0.0,27.0,10.0,0.0,0.0,1.0,1.0,7952.664,9755.468,13105.96,5153.296,0.002
217,CPS,0.0,38.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
218,CPS,0.0,32.0,8.0,0.0,0.0,0.0,1.0,7186.591,6149.758,8414.175,1227.584,0.013
219,CPS,0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,-297.6504,0.0
220,CPS,0.0,26.0,18.0,0.0,0.0,1.0,0.0,20971.99,21883.11,25564.67,4592.6797,0.0
221,CPS,0.0,21.0,13.0,0.0,0.0,0.0,0.0,8638.407,8176.403,6753.21,-1885.1973,0.001
222,CPS,0.0,39.0,8.0,0.0,1.0,0.0,1.0,13499.35,16383.24,16461.87,2962.5195,0.001
223,CPS,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,451.1613,0.0,0.0,0.271
224,CPS,0.0,22.0,11.0,0.0,1.0,1.0,1.0,17466.86,17779.69,14438.87,-3027.9893,0.0
225,CPS,0.0,21.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044
226,CPS,0.0,44.0,9.0,0.0,1.0,1.0,1.0,15390.04,14886.53,12634.56,-2755.4805,0.0
227,CPS,0.0,26.0,10.0,0.0,1.0,1.0,1.0,17125.95,17446.69,13518.24,-3607.709,0.001
228,CPS,0.0,54.0,4.0,0.0,1.0,1.0,1.0,13350.44,13180.35,13741.38,390.93945,0.0
229,CPS,0.0,42.0,12.0,0.0,1.0,1.0,0.0,21663.61,22013.81,19941.92,-1721.6895,0.0
230,CPS,0.0,25.0,12.0,0.0,0.0,0.0,0.0,8105.487,11869.84,6170.986,-1934.501,0.001
231,CPS,0.0,20.0,13.0,0.0,0.0,0.0,0.0,317.4012,214.8387,0.0,-317.4012,0.004
232,CPS,0.0,44.0,11.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
233,CPS,0.0,33.0,12.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,-297.6504,0.0
234,CPS,0.0,40.0,12.0,0.0,0.0,1.0,0.0,25862.32,14494.45,25564.67,-297.6504,0.0
235,CPS,0.0,25.0,16.0,0.0,0.0,1.0,0.0,21048.4,22916.13,23574.17,2525.7695,0.0
236,CPS,0.0,33.0,12.0,0.0,0.0,0.0,0.0,12694.09,13046.08,11264.71,-1429.3799,0.001
237,CPS,0.0,52.0,13.0,1.0,0.0,0.0,0.0,19827.78,19668.48,18437.59,-1390.1895,0.0
238,CPS,0.0,54.0,14.0,0.0,0.0,1.0,0.0,24686.76,25243.55,25564.67,877.91016,0.0
239,CPS,0.0,27.0,15.0,0.0,0.0,0.0,0.0,19200.81,19303.26,18207.07,-993.74023,0.0
240,CPS,0.0,51.0,10.0,0.0,0.0,1.0,1.0,7488.318,7888.161,6148.82,-1339.498,0.0
241,CPS,0.0,42.0,12.0,0.0,0.0,1.0,0.0,6502.807,15241.02,15468.84,8966.033,0.0
242,CPS,0.0,50.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0
243,CPS,0.0,47.0,10.0,0.0,0.0,1.0,1.0,15282.28,13964.52,9043.687,-6238.5938,0.0
